gen_data,true_data
โรงพยาณาลวิภารามชัยปราการ,โรงพยาบาลวิภารามชัยปราการ
โรงพยาบาลคิภารามแหลมฉบัง,โรงพยาบาลวิภารามแหลมฉบัง
โรงพยาึาลวิภารามอมตะนคร,โรงพยาบาลวิภารามอมตะนคร
โรงพยาบาลวิภาว๋ี,โรงพยาบาลวิภาวดี
โรงพยาราลวิภาวดีปิยราษฎร์,โรงพยาบาลวิภาวดีปิยราษฎร์
นรงพยาบาลวิรัชศิลป์,โรงพยาบาลวิรัชศิลป์
โรงพยาบาลวิเศษชัยชา-,โรงพยาบาลวิเศษชัยชาญ
โรงพยาบาลวีระพลการ9พทย์,โรงพยาบาลวีระพลการแพทย์
โรงพยาบาลเ0ชธานี,โรงพยาบาลเวชธานี
โรงพยาบาลเวิลด&เมดิคอลเซ็นเตอร์,โรงพยาบาลเวิลด์เมดิคอลเซ็นเตอร์
โรงพยาบาลเอียงเก่า,โรงพยาบาลเวียงเก่า
โรงพยาบาล๋วียงแก่น,โรงพยาบาลเวียงแก่น
โรงพยาบาลเวียึป่าเป้า,โรงพยาบาลเวียงป่าเป้า
โรงพยาบาลเวียง็า,โรงพยาบาลเวียงสา
โรงพฐาบาลเวียงหนองล่อง,โรงพยาบาลเวียงหนองล่อง
โรงพมาบาลแวงน้อย,โรงพยาบาลแวงน้อย
โรงพยาบจลแวงใหญ่,โรงพยาบาลแวงใหญ่
โรงพยาบาสศรีณรงค์,โรงพยาบาลศรีณรงค์
โรงพผาบาลศรีธัญญา,โรงพยาบาลศรีธัญญา
โธงพยาบาลศรีธาตุ,โรงพยาบาลศรีธาตุ
โรง4ยาบาลศรีนคร,โรงพยาบาลศรีนคร
โรงพยาบาลศรี่ครินทร์(ปัญญานันทภิขุ),โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)
โรงพยาบาลศรีนครหนทร์มหาวิทยาลัยขอนแก่นเฉพาะหอผู้ป่วยพิเศษช้ัน14,โรงพยาบาลศรีนครินทร์มหาวิทยาลัยขอนแก่นเฉพาะหอผู้ป่วยพิเศษช้ัน14
โรงพยาบาลศรีบุญเรือม,โรงพยาบาลศรีบุญเรือง
โภงพยาบาลศรีประจันต์,โรงพยาบาลศรีประจันต์
โรงพยาืาลศรีมหาโพธิ,โรงพยาบาลศรีมหาโพธิ
โรงพยาบา๊ศรีมโหสถ,โรงพยาบาลศรีมโหสถ
โ่งพยาบาลศรีเมืองใหม่,โรงพยาบาลศรีเมืองใหม่
โรงพ5าบาลศรีระยอง,โรงพยาบาลศรีระยอง
โรงพยา๋าลศรีวิชัย1,โรงพยาบาลศรีวิชัย1
โรงพยาบาลศรีวิชัยสุราษฎร์ธาวี,โรงพยาบาลศรีวิชัยสุราษฎร์ธานี
โรงอยาบาลศรีสวรรค์,โรงพยาบาลศรีสวรรค์
โรงพยาบาลศรีสะเกุ,โรงพยาบาลศรีสะเกษ
โรงพยาบาลศรีสพงวรสุโขทัย,โรงพยาบาลศรีสังวรสุโขทัย
โรงพยาบาลศรีสัชน๋ลัย,โรงพยาบาลศรีสัชนาลัย
โรงพยภบาลศาลายา,โรงพยาบาลศาลายา
โรงพยาบาลศิคริำทร์,โรงพยาบาลศิครินทร์
โรงพยาบาลศิครินทร์หาดใหฬ่,โรงพยาบาลศิครินทร์หาดใหญ่
โรงพยาบาลศิสิราชปิยมหาราชการุณย์,โรงพยาบาลศิริราชปิยมหาราชการุณย์
โรงพยาบาลศิริราชพยาบ3ล,โรงพยาบาลศิริราชพยาบาล
โรงพยาบาลศิริเว1ลาพูน,โรงพยาบาลศิริเวชลาพูน
โรงพยาบาลศิลาลา(,โรงพยาบาลศิลาลาด
โรงพยาบาลศยขรภูมิ,โรงพยาบาลศีขรภูมิ
โรงพยาบาลศุกร์ศิริศรีสวัสด่์,โรงพยาบาลศุกร์ศิริศรีสวัสดิ์
โรยพยาบาลศุภมิตรสุพรรณบุรี,โรงพยาบาลศุภมิตรสุพรรณบุรี
โรงัยาบาลสกลนคร,โรงพยาบาลสกลนคร
โรงพยาบาลสงํลา,โรงพยาบาลสงขลา
โแงพยาบาลสงฆ์,โรงพยาบาลสงฆ์
โรงพยาบาลส่งเสริมสุขภาพ ศูนย์ผนามัยที่ 12,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12
กรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 13,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 13
โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยท7่ 2,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 2
โรงพยาบาลสธงเสริมสุขภาพ ศูนย์อนามัยที่ 5,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5
โรงพยาบาลง่งเสริมสุขภาพ ศูนย์อนามัยที่ 6,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 6
โรงพยาบายส่งเสริมสุขภาพ ศูนย์อนามัยที่10,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่10
โรงพยาบาลส่งเสริมสุขภาพ5ศูนย์อนามัยที่11,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่11
โรงพยาบายส่งเสริมสุขภาพ ศูนย์อนามัยที่4,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่4
โรงพยาบาลสตึต,โรงพยาบาลสตึก
โรงพยาบาลสตูต,โรงพยาบาลสตูล
โรงพยาบาลสถานพระบารมม,โรงพยาบาลสถานพระบารมี
โรงพยาบาลหทิงพระ,โรงพยาบาลสทิงพระ
โรโพยาบาลสนม,โรงพยาบาลสนม
โรงพึาบาลสนามจันทร์,โรงพยาบาลสนามจันทร์
โรงพย-บาลสนามชัยเขต,โรงพยาบาลสนามชัยเขต
โรงพยาฬาลสบปราบ,โรงพยาบาลสบปราบ
โรงพยาบาลสบเ2ย,โรงพยาบาลสบเมย
โรงพยาบาลสมเด็ฟ,โรงพยาบาลสมเด็จ
โรงพยาบาลสมเด็จโระเจ้าตากสินมหาราช,โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช
โรงพยาบาลสมเด็จงระบรมราชเทวีณศรีราชา,โรงพยาบาลสมเด็จพระบรมราชเทวีณศรีราชา
โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ อำมภอนาทวี,โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ อำเภอนาทวี
โรงพฮาบาลสมเด็จพระปิยะมหาราชรมณียเขต,โรงพยาบาลสมเด็จพระปิยะมหาราชรมณียเขต
โรงพยาบาลสมเด็จพระมุทธเลิศหล้า,โรงพยาบาลสมเด็จพระพุทธเลิศหล้า
โ6งพยาบาลสมเด็จพระพุทธเลิศหล้า,โรงพยาบาลสมเด็จพระพุทธเลิศหล้า
โรงพยาบาลสมเด็จพระยุพราชกร1นวน,โรงพยาบาลสมเด็จพระยุพราชกระนวน
โรงพยาบาลสมเด็๎พระยุพราชกุฉินารายณ์,โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์
โรงพยาบพลสมเด็จพระยุพราชจอมบึง,โรงพยาบาลสมเด็จพระยุพราชจอมบึง
โรงพยาบาลสมเด็8พระยุพราชฉวาง,โรงพยาบาลสมเด็จพระยุพราชฉวาง
โศงพยาบาลสมเด็จพระยุพราชเชียงของ,โรงพยาบาลสมเด็จพระยุพราชเชียงของ
โรงพยาบาลสมเด็จพระยุพราชด่าสซ้าย,โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย
โรงพยาบาลสมเด็จพระยุพร3ชเด่นชัย,โรงพยาบาลสมเด็จพระยุพราชเด่นชัย
โรงพยาบาลสมเด็จพ2ะยุพราชตะพานหิน,โรงพยาบาลสมเด็จพระยุพราชตะพานหิน
โตงพยาบาลสมเด็จพระยุพราชท่าบ่อ,โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ
โรงพยาบาลสมเด็จพระยุพราชธำตุพนม,โรงพยาบาลสมเด็จพระยุพราชธาตุพนม
โรงพยาบาลสมเด็จพระย๋พราชนครไทย,โรงพยาบาลสมเด็จพระยุพราชนครไทย
โรงพ&าบาลสมเด็จพระยุพราชบ้านดุง,โรงพยาบาลสมเด็จพระยุพราชบ้านดุง
โรฮพยาบาลสมเด็จพระยุพราชปัว,โรงพยาบาลสมเด็จพระยุพราชปัว
โรงพยาบาลสมเด็จพระยุพฏาชยะหา,โรงพยาบาลสมเด็จพระยุพราชยะหา
โรงพยาบาลสมเดึจพระยุพราชเวียงสระ,โรงพยาบาลสมเด็จพระยุพราชเวียงสระ
โรงพยาบาลสมเด็จพระยุพราชสรฆแก้ว,โรงพยาบาลสมเด็จพระยุพราชสระแก้ว
โรงพยาบาลสมเฌ็จพระยุพราชสว่างแดนดิน,โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน
โรงพยาบาลสมเด็จพระยุพราชหล่มเก่ย,โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า
โรงพยาบาลสมเด็จพร.สังฆราช(นครหลวง),โรงพยาบาลสมเด็จพระสังฆราช(นครหลวง)
โรงพยาบาลสมเด็จพระสังฆราชญาณสัปวรเพื่อผู้สูงอายุ,โรงพยาบาลสมเด็จพระสังฆราชญาณสังวรเพื่อผู้สูงอายุ
้รงพยาบาลสมเด็จพระสังฆราชองค์ที่ 19,โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ 19
ฎรงพยาบาลสมเด็จพระสังฆราชองค์ที่17,โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17
โรงพยาบาลสมเด็จพระสังฆราชองค์อ่ี19,โรงพยาบาลสมเด็จพระสังฆราชองค์ท่ี19
โรงพยาบ7ลสมิติเวชธนบุรี,โรงพยาบาลสมิติเวชธนบุรี
โรงพยาบาลสมิติเวชศรีนครินษร์,โรงพยาบาลสมิติเวชศรีนครินทร์
โรงพยาบาลสมิติเวชฐรีราชา,โรงพยาบาลสมิติเวชศรีราชา
โรงพยาบาลส7ิติเวชสุขุมวิท,โรงพยาบาลสมิติเวชสุขุมวิท
โรงพยา2าลสมุทรปราการ,โรงพยาบาลสมุทรปราการ
โรงพยาบาลสมคยอินเตอร์เนชั่นแนล,โรงพยาบาลสมุยอินเตอร์เนชั่นแนล
โรงพยาบาลสยาม6าษฎร์เชียงใหม่,โรงพยาบาลสยามราษฎร์เชียงใหม่
โรงพยาบุลสรรพยา,โรงพยาบาลสรรพยา
"โรงพยาบาลสรรพสิท""ิประสงค์",โรงพยาบาลสรรพสิทธิประสงค์
โรงพยาบาล(ระใคร,โรงพยาบาลสระใคร
โรงพย)บาลสระบุรี,โรงพยาบาลสระบุรี
โรงพยาบาลสรงโบสถ์,โรงพยาบาลสระโบสถ์
โรงพยาบ2ลสร้างคอม,โรงพยาบาลสร้างคอม
โรงพยาบาลสวนปรุบ,โรงพยาบาลสวนปรุง
โรงพยาบาลสวนผึ้็,โรงพยาบาลสวนผึ้ง
รรงพยาบาลสวรรค์ประชารักษ์,โรงพยาบาลสวรรค์ประชารักษ์
เรงพยาบาลสว่างวีระวงศ์,โรงพยาบาลสว่างวีระวงศ์
โรงพยณบาลสว่างอารมณ์,โรงพยาบาลสว่างอารมณ์
โรงรยาบาลสวี,โรงพยาบาลสวี
โรงพยาบไลสหเวช,โรงพยาบาลสหเวช
โรงพยาบปลสหัสขันธ์,โรงพยาบาลสหัสขันธ์
โรง-ยาบาลสอง,โรงพยาบาลสอง
โรงพยาบ1ลสองแคว,โรงพยาบาลสองแคว
โรงพยาบาฃส่องดาว,โรงพยาบาลส่องดาว
โรงพถาบาลสองพี่น้อง,โรงพยาบาลสองพี่น้อง
โรงพยาบาลสอยดาๅ,โรงพยาบาลสอยดาว
โรงพยาบาวสะเดา,โรงพยาบาลสะเดา
โองพยาบาลสะเมิง,โรงพยาบาลสะเมิง
โรงพยาบาลสังขละาุรี,โรงพยาบาลสังขละบุรี
โรงอยาบาลสังขะ,โรงพยาบาลสังขะ
โรงพยาบาลสัซคม,โรงพยาบาลสังคม
โรงายาบาลสัตหีบกม10,โรงพยาบาลสัตหีบกม10
โรงพย๊บาลสันกำแพง,โรงพยาบาลสันกำแพง
โรงพยา&าลสันติสุข,โรงพยาบาลสันติสุข
โรงเยาบาลสันทราย,โรงพยาบาลสันทราย
โรงพยาบาญสันป่าตอง,โรงพยาบาลสันป่าตอง
โรงพยาบาลสากเหโ็ก,โรงพยาบาลสากเหล็ก
โรงพยาบา๎สามโก้,โรงพยาบาลสามโก้
โรงพยาบาลสามเง6,โรงพยาบาลสามเงา
โรงษยาบาลสามชัย,โรงพยาบาลสามชัย
ฬรงพยาบาลสามชุก,โรงพยาบาลสามชุก
โรงพยาบาลสามพรพน,โรงพยาบาลสามพราน
โรงพยาบาลสซมร้อยยอด,โรงพยาบาลสามร้อยยอด
โๆงพยาบาลสายไหม,โรงพยาบาลสายไหม
โรงพยาบาลสา๊ภี,โรงพยาบาลสารภี
ฦรงพยาบาลสาโรงการแพทย์,โรงพยาบาลสาโรงการแพทย์
8รงพยาบาลสำโรง,โรงพยาบาลสำโรง
โรงพยาบาลสิเกซ,โรงพยาบาลสิเกา
โรงพยาบาฯสิงหนคร,โรงพยาบาลสิงหนคร
โรงพยาบาล1ิงห์บุรีเวชชการ(หมอประเจิด),โรงพยาบาลสิงห์บุรีเวชชการ(หมอประเจิด)
โรำพยาบาลสิชล,โรงพยาบาลสิชล
โรงพยาบาลสินแพทยิ,โรงพยาบาลสินแพทย์
โรงพยาบาลสิริน๊ร,โรงพยาบาลสิรินธร
โรงพยาบาลสิรินธร(ภาคตะวัฒออกเฉียงเหนือ),โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)
โรงพยาบาัสิริโรจน์,โรงพยาบาลสิริโรจน์
โรงพยาบาลฑิริเวช,โรงพยาบาลสิริเวช
โรงพฏาบาลสิโรรส,โรงพยาบาลสิโรรส
โรงพยาบาลสีงิ้ว,โรงพยาบาลสีคิ้ว
โรฅพยาบาลสีชมพู,โรงพยาบาลสีชมพู
ัรงพยาบาลสีดา,โรงพยาบาลสีดา
โรงพยาบาลสุะสำราญ,โรงพยาบาลสุขสำราญ
โรงพยาบาลสุขุดวิท,โรงพยาบาลสุขุมวิท
โรงพยาบาลสุคิ๊ิน,โรงพยาบาลสุคิริน
โฉงพยาบาลสุราษฎร์ธานี,โรงพยาบาลสุราษฎร์ธานี
โังพยาบาลสุรินทร์,โรงพยาบาลสุรินทร์
โรงพยาบาลสถวรรณคูหา,โรงพยาบาลสุวรรณคูหา
โรง่ยาบาลสุวรรณภูมิ,โรงพยาบาลสุวรรณภูมิ
4รงพยาบาลสุไหงโก-ลก,โรงพยาบาลสุไหงโก-ลก
โรจพยาบาลสุไหงปาดี,โรงพยาบาลสุไหงปาดี
โรงพยาบา็สูงเนิน,โรงพยาบาลสูงเนิน
โรงพยาบาลสฺูเม่น,โรงพยาบาลสูงเม่น
โรงพยาบาลเสริมงา(,โรงพยาบาลเสริมงาม
โรงพยาบาลเส3ีรักษ์,โรงพยาบาลเสรีรักษ์
โรงพยาบาลเสลภู2ิ,โรงพยาบาลเสลภูมิ
โรงพยาบาลเสาไห้เฉลิมพระเกียร1ิ80พรรษา,โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา
โรงพยาบาลโสธำาเวช,โรงพยาบาลโสธราเวช
โฬงพยาบาลหนองกี่,โรงพยาบาลหนองกี่
โรงพยาบาลหนองกุงศร๊,โรงพยาบาลหนองกุงศรี
โญงพยาบาลหนองคาย,โรงพยาบาลหนองคาย
โรงพฎาบาลหนองแค,โรงพยาบาลหนองแค
โรง๋ยาบาลหนองจิก,โรงพยาบาลหนองจิก
โรงพยาบาล8นองฉาง,โรงพยาบาลหนองฉาง
4รงพยาบาลหนองนาคำ,โรงพยาบาลหนองนาคำ
โรงพยาบาลันองบัว,โรงพยาบาลหนองบัว
โรงพยาบาลหนองบึวแดง,โรงพยาบาลหนองบัวแดง
โรงพยาบาลหนองบัวฃะเหว,โรงพยาบาลหนองบัวระเหว
โรงพยาบาลหนองบัเลำภู,โรงพยาบาลหนองบัวลำภู
โรงพยาําลหนองบุญมาก,โรงพยาบาลหนองบุญมาก
โรงพๆาบาลหนองไผ่,โรงพยาบาลหนองไผ่
โรงพยาฐาลหนองพอก,โรงพยาบาลหนองพอก
โรึพยาบาลหนองม่วงไข่,โรงพยาบาลหนองม่วงไข่
โรงพยาบาลๅนองมะโมง,โรงพยาบาลหนองมะโมง
โรงพยาบาลหนอง3รือ,โรงพยาบาลหนองเรือ
ฉรงพยาบาลหนองสูง,โรงพยาบาลหนองสูง
โรงพยาบาลหนองเฆือ,โรงพยาบาลหนองเสือ
โรงพหาบาลหนองแสง,โรงพยาบาลหนองแสง
โรงพยาเาลหนองหงส์,โรงพยาบาลหนองหงส์
โรงพยานาลหนองหญ้าไซ,โรงพยาบาลหนองหญ้าไซ
โรงพยาบาลหนองหญ้าฯล้อง,โรงพยาบาลหนองหญ้าปล้อง
โ๋งพยาบาลหนองหาน,โรงพยาบาลหนองหาน
โรงพยมบาลหนองหิน,โรงพยาบาลหนองหิน
ชรงพยาบาลหนองใหญ่,โรงพยาบาลหนองใหญ่
ษรงพยาบาลหริภุญชัยเมโมเรียล,โรงพยาบาลหริภุญชัยเมโมเรียล
โ๊งพยาบาลหล่มสัก,โรงพยาบาลหล่มสัก
โรงพยาบาลหลังสวบ,โรงพยาบาลหลังสวน
โรงพยาบาลห้วยกระเจื เฉลิมพระเกียรติ 80 พรรษา,โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา
โรงพยาบาลห้วย9กิ้ง,โรงพยาบาลห้วยเกิ้ง
โรงพยาบาลห้วยแฅลง,โรงพยาบาลห้วยแถลง
โรงพใาบาลห้วยผึ้ง,โรงพยาบาลห้วยผึ้ง
โรงียาบาลห้วยพลู,โรงพยาบาลห้วยพลู
โรงพยาบาลห้วย1ม็ก,โรงพยาบาลห้วยเม็ก
โรงพยาบ็ลห้วยยอด,โรงพยาบาลห้วยยอด
โร9พยาบาลห้วยราช,โรงพยาบาลห้วยราช
โรงพยาบาลหว้านใฌญ่,โรงพยาบาลหว้านใหญ่
โรงพยาบาลหัน๋า,โรงพยาบาลหันคา
โ7งพยาบาลหัวไทร,โรงพยาบาลหัวไทร
โรสพยาบาลหัวหิน,โรงพยาบาลหัวหิน
โรงพยศบาลห้างฉัตร,โรงพยาบาลห้างฉัตร
โรงพยใบาลหาญอินเตอร์เนชั่นแนล,โรงพยาบาลหาญอินเตอร์เนชั่นแนล
โรงพยาบาลหาดสำราญเฉลิมพวะเกียรติ 80 พรรษา,โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา
โรงพยาบาลหา&ใหญ่,โรงพยาบาลหาดใหญ่
โรงพยาบมลเหนือคลอง,โรงพยาบาลเหนือคลอง
โรงพยาบาลเหล่าเสือโก้ล,โรงพยาบาลเหล่าเสือโก้ก
โรงพยาบาลแัลมฉบัง,โรงพยาบาลแหลมฉบัง
โรงพยาบาลแหฺมสิงห์,โรงพยาบาลแหลมสิงห์
โรงพยาบา7องค์การบริหารส่วนจังหวัดภูเก็ต,โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต
ไรงพยาบาลอมก๋อย,โรงพยาบาลอมก๋อย
โรงพยาบสลอรัญประเทศ,โรงพยาบาลอรัญประเทศ
โรงพ๊าบาลอัมพวา,โรงพยาบาลอัมพวา
โรงพยาบนลอากาศอำนวย,โรงพยาบาลอากาศอำนวย
โรงพยาบาลอ่างทอู,โรงพยาบาลอ่างทอง
โรงพยา)าลอ่างทองเวชชการ2,โรงพยาบาลอ่างทองเวชชการ2
โรงพยาบารอาจสามารถ,โรงพยาบาลอาจสามารถ
โรงพยฬบาลอ่าวลึก,โรงพยาบาลอ่าวลึก
โร6พยาบาลอำนาจเจริญ,โรงพยาบาลอำนาจเจริญ
โรงพยาบาลอินเตอร์เว๊การ,โรงพยาบาลอินเตอร์เวชการ
โรงพยาบาลอินํร์บุรี,โรงพยาบาลอินทร์บุรี
โรงพยาบาลอุกรดิตถ์,โรงพยาบาลอุตรดิตถ์
-รงพยาบาลอุทัย,โรงพยาบาลอุทัย
โรงพยาบาลอุํุมพรพิสัย,โรงพยาบาลอุทุมพรพิสัย
โรงพยาบาลอุบลรักษ์ฃนบุรี,โรงพยาบาลอุบลรักษ์ธนบุรี
โรงพยาบาลอุบลรัตนย,โรงพยาบาลอุบลรัตน์
โรงพยาบาัอุ้มผาง,โรงพยาบาลอุ้มผาง
โรงพยาบาลอู่ทอศ,โรงพยาบาลอู่ทอง
โรงพยาบาลเอกชาบุรีรัมย์,โรงพยาบาลเอกชนบุรีรัมย์
"โรงพยา""าลเอกชนเมืองกาแพง",โรงพยาบาลเอกชนเมืองกาแพง
โรชพยาบาลเอกชล,โรงพยาบาลเอกชล
โรงพยาบาลเอะชล2,โรงพยาบาลเอกชล2
โรงณยาบาลเอกปทุม,โรงพยาบาลเอกปทุม
โรงพยาบาลเอกอซดร,โรงพยาบาลเอกอุดร
โรงพยาบาลเำราวัณ,โรงพยาบาลเอราวัณ
โรงพยาบาลโอเวอร์บร๊7ค,โรงพยาบาลโอเวอร์บรู๊ค
โรงพยาบาลฮะด,โรงพยาบาลฮอด
ลิรารักษ์คลินิกแพทย์,ศิรารักษ์คลินิกแพทย์
ศูนย์การแพทย์สมเด็จพระเทพรัตนรบชสุดาฯ,ศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ
ศูษย์วิทยาศาสตร์สุขภาพมหาวิทยาลัยบูรพา,ศูนย์วิทยาศาสตร์สุขภาพมหาวิทยาลัยบูรพา
ปูนย์ศรีพัฒน์คณะแพทย์ศาสตร์มหาวิทยาลัยเชียงใหม่,ศูนย์ศรีพัฒน์คณะแพทย์ศาสตร์มหาวิทยาลัยเชียงใหม่
ศูนย์อนามัยที่ 9 นครราชสีม่,ศูนย์อนามัยที่ 9 นครราชสีมา
สถานพยาบางจุฬารัตน์1,สถานพยาบาลจุฬารัตน์1
ส(านพยาบาลจุฬาเวช,สถานพยาบาลจุฬาเวช
ฮถานพยาบาลชลเวช,สถานพยาบาลชลเวช
้ถานพยาบาลดีบุก,สถานพยาบาลดีบุก
สถานพยาบาลนราการแพทธ์,สถานพยาบาลนราการแพทย์
สีานพยาบาลบางนา3,สถานพยาบาลบางนา3
สถานพยาบาลบผรมีการแพทย์,สถานพยาบาลบารมีการแพทย์
สถาฺพยาบาลเมืองสมุทรบางปู,สถานพยาบาลเมืองสมุทรบางปู
สถานพยาบาลรวมแพอย์ทุ่งสง,สถานพยาบาลรวมแพทย์ทุ่งสง
สถานพยาบาลเวช่รรมท่ัวไปสายไหม(คลอง8),สถานพยาบาลเวชกรรมท่ัวไปสายไหม(คลอง8)
สถีนพยาบาลเวชกรรมบางปะกอก2,สถานพยาบาลเวชกรรมบางปะกอก2
สถานพยาบาลเวชกฆรมพาเลซ,สถานพยาบาลเวชกรรมพาเลซ
สถานพยญบาลศิวเวช,สถานพยาบาลศิวเวช
สถาปพยาบาลอิมพีเรียล,สถานพยาบาลอิมพีเรียล
สถาบันกัลยาณ์ราชนครินท8์,สถาบันกัลยาณ์ราชนครินทร์
สถาบันจิตเวชศาสตร์สมเ/็จเจ้าพระยา,สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา
สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนะี,สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี
สถาบัฟบำราศนราดูร,สถาบันบำราศนราดูร
สถาบันประสาทงิทยา,สถาบันประสาทวิทยา
สถาบันพยาธิวิทยช,สถาบันพยาธิวิทยา
สถาบันฮัฒนาการเด็กราชนครินทร์,สถาบันพัฒนาการเด็กราชนครินทร์
สถาบันมะเร็งแญ่งชาติ,สถาบันมะเร็งแห่งชาติ
สถาบันราชประชกสมาสัย,สถาบันราชประชาสมาสัย
สถาบันโรคผิ้หนัง,สถาบันโรคผิวหนัง
สถาบันวิจัยการฒพทย์แผนไทย,สถาบันวิจัยการแพทย์แผนไทย
สถาบันสิรินธรเพื่อการฟื้บฟูสมรรถภาพทางการแพทย์แห่งชาติ,สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ
สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันํอกเฉียงเหนือ,สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ
สถาบันสุขภาพจิตเด็กและวัยรุ่นภหคใต้,สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้
สถาบันสุขภาพเด็กแห่งชาติมหาราชิฮี,สถาบันสุขภาพเด็กแห่งชาติมหาราชินี
สมิติเวชเมืองทองธานีสหคฒินิก,สมิติเวชเมืองทองธานีสหคลินิก
สมิติเวชลาซาลคลินิกเวฃกรรม,สมิติเวชลาซาลคลินิกเวชกรรม
สมิติเวหสุวรรณภูมคลินิกเวชกรรม,สมิติเวชสุวรรณภูมคลินิกเวชกรรม
สมิติเวชอมอรินฬรามอินทราคลินิกเวชกรรม,สมิติเวชอมอรินีรามอินทราคลินิกเวชกรรม
สหคลินิกกลว้ยน้าไทสาขาผพ.กลว้ยน้าไท2,สหคลินิกกล้วยน้าไทสาขารพ.กล้วยน้าไท2
สหคลินิกกลว๎ยน้าไทสาขาสาทร,สหคลินิกกล้วยน้าไทสาขาสาทร
สหคลินิ4กลว้ยน้าไทสาขาสุขุมวิท101/1,สหคลินิกกล้วยน้าไทสาขาสุขุมวิท101/1
สหคล3นิกกลว้ยน้าไทสาขาหว้ยขวาง,สหคลินิกกล้วยน้าไทสาขาหว้ยขวาง
สห9ลินิกกลว้ยน้าไทสาขาอโศก,สหคลินิกกล้วยน้าไทสาขาอโศก
สามยไานคลินิกเวชกรรม,สามย่านคลินิกเวชกรรม
อัชดามันระนองการแพทย์,อันดามันระนองการแพทย์
อินทัชเมดิแคร์คลินิก็วชกรรมสาขาดินแดง,อินทัชเมดิแคร์คลินิกเวชกรรมสาขาดินแดง
อินทัชเมดิแคร์คลินิกเวชกิรมสาขาบางเขน,อินทัชเมดิแคร์คลินิกเวชกรรมสาขาบางเขน
อินทัชเมดิแคร์คลินิกเวชกรร่สาขาบางแค,อินทัชเมดิแคร์คลินิกเวชกรรมสาขาบางแค
อินทัชเมดิแคร์คลีนิกเวชกรรมสาขาประชาอุทิศ,อินทัชเมดิแคร์คลินิกเวชกรรมสาขาประชาอุทิศ
อินทัชเมดิแๆร์คลินิกเวชกรรมสาขาราษฎร์บูรณะ,อินทัชเมดิแคร์คลินิกเวชกรรมสาขาราษฎร์บูรณะ
คลินิกกรุงเ4พระยองสาขาบ่อวิน,คลินิกกรุงเทพระยองสาขาบ่อวิน
คลินิกไฉยอินเตอร์การแพทย์(เกาะพงัน),คลินิกไทยอินเตอร์การแพทย์(เกาะพงัน)
คลินิกรวมแพทย์นไคม,คลินิกรวมแพทย์นิคม
คขินิกรักสุขภาพจ.ระยอง,คลินิกรักสุขภาพจ.ระยอง
คลินิกโรงพยาบฮลกรุงเทพพัทยาสาขานาเกลือ,คลินิกโรงพยาบาลกรุงเทพพัทยาสาขานาเกลือ
คลินิกโรงพยาบาลสมิติเวชศรีรา็า(อีสเทิร์นซีบอร์ด),คลินิกโรงพยาบาลสมิติเวชศรีราชา(อีสเทิร์นซีบอร์ด)
คลินิกเวชกรรมกรุงเทพมวกเหล็ส,คลินิกเวชกรรมกรุงเทพมวกเหล็ก
